Timestamp.2014,2014,Timestamp.2013,2013,Timestamp.2012,2012,Timestamp.2011,2011,,,,,,,,,,,,,,,,,,,,,
31-01-2014,NA,31-01-2013,NA,31-01-2012,NA,31-01-2011,NA,,,,,,,,,,,,,,,,,,,,,
01-02-2014,NA,01-02-2013,NA,01-02-2012,NA,01-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
02-02-2014,NA,02-02-2013,NA,02-02-2012,NA,02-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
03-02-2014,NA,03-02-2013,NA,03-02-2012,NA,03-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
04-02-2014,NA,04-02-2013,NA,04-02-2012,NA,04-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
05-02-2014,NA,05-02-2013,NA,05-02-2012,NA,05-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
06-02-2014,NA,06-02-2013,NA,06-02-2012,NA,06-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
07-02-2014,NA,07-02-2013,NA,07-02-2012,NA,07-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-02-2014,NA,08-02-2013,NA,08-02-2012,NA,08-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
09-02-2014,NA,09-02-2013,NA,09-02-2012,NA,09-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
10-02-2014,NA,10-02-2013,NA,10-02-2012,NA,10-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-02-2014,NA,11-02-2013,NA,11-02-2012,NA,11-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
12-02-2014,NA,12-02-2013,NA,12-02-2012,NA,12-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
13-02-2014,NA,13-02-2013,NA,13-02-2012,NA,13-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
14-02-2014,NA,14-02-2013,NA,14-02-2012,NA,14-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-02-2014,NA,15-02-2013,NA,15-02-2012,NA,15-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
16-02-2014,NA,16-02-2013,NA,16-02-2012,NA,16-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
17-02-2014,NA,17-02-2013,NA,17-02-2012,NA,17-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
18-02-2014,NA,18-02-2013,NA,18-02-2012,NA,18-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
19-02-2014,NA,19-02-2013,NA,19-02-2012,NA,19-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
20-02-2014,NA,20-02-2013,NA,20-02-2012,NA,20-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
21-02-2014,NA,21-02-2013,NA,21-02-2012,NA,21-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
22-02-2014,NA,22-02-2013,NA,22-02-2012,NA,22-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
23-02-2014,NA,23-02-2013,NA,23-02-2012,NA,23-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
24-02-2014,NA,24-02-2013,NA,24-02-2012,NA,24-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
25-02-2014,NA,25-02-2013,NA,25-02-2012,NA,25-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
26-02-2014,NA,26-02-2013,NA,26-02-2012,NA,26-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
27-02-2014,NA,27-02-2013,NA,27-02-2012,NA,27-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
28-02-2014,NA,28-02-2013,NA,28-02-2012,NA,28-02-2011,NA,,,,,,,,,,,,,,,,,,,,,
01-03-2014,NA,01-03-2013,NA,01-03-2012,NA,01-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
02-03-2014,NA,02-03-2013,NA,02-03-2012,NA,02-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
03-03-2014,NA,03-03-2013,NA,03-03-2012,NA,03-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
04-03-2014,NA,04-03-2013,NA,04-03-2012,NA,04-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
05-03-2014,NA,05-03-2013,NA,05-03-2012,NA,05-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
06-03-2014,NA,06-03-2013,NA,06-03-2012,NA,06-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
07-03-2014,NA,07-03-2013,NA,07-03-2012,NA,07-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-03-2014,NA,08-03-2013,NA,08-03-2012,NA,08-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
09-03-2014,NA,09-03-2013,NA,09-03-2012,NA,09-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
10-03-2014,NA,10-03-2013,NA,10-03-2012,NA,10-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-03-2014,NA,11-03-2013,NA,11-03-2012,NA,11-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
12-03-2014,NA,12-03-2013,NA,12-03-2012,NA,12-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
13-03-2014,NA,13-03-2013,NA,13-03-2012,NA,13-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
14-03-2014,NA,14-03-2013,NA,14-03-2012,NA,14-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-03-2014,NA,15-03-2013,NA,15-03-2012,NA,15-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
16-03-2014,NA,16-03-2013,NA,16-03-2012,NA,16-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
17-03-2014,NA,17-03-2013,NA,17-03-2012,NA,17-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
18-03-2014,NA,18-03-2013,NA,18-03-2012,NA,18-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
19-03-2014,NA,19-03-2013,NA,19-03-2012,NA,19-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
20-03-2014,NA,20-03-2013,NA,20-03-2012,NA,20-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
21-03-2014,NA,21-03-2013,NA,21-03-2012,NA,21-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
22-03-2014,NA,22-03-2013,NA,22-03-2012,NA,22-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
23-03-2014,NA,23-03-2013,NA,23-03-2012,NA,23-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
24-03-2014,NA,24-03-2013,NA,24-03-2012,NA,24-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
25-03-2014,NA,25-03-2013,NA,25-03-2012,NA,25-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
26-03-2014,NA,26-03-2013,NA,26-03-2012,NA,26-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
27-03-2014,NA,27-03-2013,NA,27-03-2012,NA,27-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
28-03-2014,NA,28-03-2013,NA,28-03-2012,NA,28-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
29-03-2014,NA,29-03-2013,NA,29-03-2012,NA,29-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
30-03-2014,NA,30-03-2013,NA,30-03-2012,NA,30-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
31-03-2014,NA,31-03-2013,NA,31-03-2012,NA,31-03-2011,NA,,,,,,,,,,,,,,,,,,,,,
01-04-2014,NA,01-04-2013,NA,01-04-2012,NA,01-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
02-04-2014,NA,02-04-2013,NA,02-04-2012,NA,02-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
03-04-2014,NA,03-04-2013,NA,03-04-2012,NA,03-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
04-04-2014,NA,04-04-2013,NA,04-04-2012,NA,04-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
05-04-2014,NA,05-04-2013,NA,05-04-2012,NA,05-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
06-04-2014,NA,06-04-2013,NA,06-04-2012,NA,06-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
07-04-2014,NA,07-04-2013,NA,07-04-2012,NA,07-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-04-2014,NA,08-04-2013,NA,08-04-2012,NA,08-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
09-04-2014,NA,09-04-2013,NA,09-04-2012,NA,09-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
10-04-2014,NA,10-04-2013,NA,10-04-2012,NA,10-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-04-2014,NA,11-04-2013,NA,11-04-2012,NA,11-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
12-04-2014,NA,12-04-2013,NA,12-04-2012,NA,12-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
13-04-2014,NA,13-04-2013,NA,13-04-2012,NA,13-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
14-04-2014,NA,14-04-2013,NA,14-04-2012,NA,14-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-04-2014,NA,15-04-2013,NA,15-04-2012,NA,15-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
16-04-2014,NA,16-04-2013,NA,16-04-2012,NA,16-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
17-04-2014,NA,17-04-2013,NA,17-04-2012,NA,17-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
18-04-2014,NA,18-04-2013,NA,18-04-2012,NA,18-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
19-04-2014,NA,19-04-2013,NA,19-04-2012,NA,19-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
20-04-2014,NA,20-04-2013,NA,20-04-2012,NA,20-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
21-04-2014,NA,21-04-2013,NA,21-04-2012,NA,21-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
22-04-2014,NA,22-04-2013,NA,22-04-2012,NA,22-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
23-04-2014,NA,23-04-2013,NA,23-04-2012,NA,23-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
24-04-2014,NA,24-04-2013,NA,24-04-2012,NA,24-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
25-04-2014,NA,25-04-2013,NA,25-04-2012,NA,25-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
26-04-2014,NA,26-04-2013,NA,26-04-2012,NA,26-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
27-04-2014,NA,27-04-2013,NA,27-04-2012,NA,27-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
28-04-2014,NA,28-04-2013,NA,28-04-2012,NA,28-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
29-04-2014,NA,29-04-2013,NA,29-04-2012,NA,29-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
30-04-2014,NA,30-04-2013,NA,30-04-2012,NA,30-04-2011,NA,,,,,,,,,,,,,,,,,,,,,
02-05-2014,NA,02-05-2013,NA,02-05-2012,NA,02-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
03-05-2014,NA,03-05-2013,NA,03-05-2012,NA,03-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
04-05-2014,NA,04-05-2013,NA,04-05-2012,NA,04-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
05-05-2014,NA,05-05-2013,NA,05-05-2012,NA,05-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
06-05-2014,NA,06-05-2013,NA,06-05-2012,NA,06-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
07-05-2014,NA,07-05-2013,NA,07-05-2012,NA,07-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-05-2014,NA,08-05-2013,NA,08-05-2012,NA,08-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
09-05-2014,NA,09-05-2013,NA,09-05-2012,NA,09-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
10-05-2014,NA,10-05-2013,NA,10-05-2012,NA,10-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-05-2014,NA,11-05-2013,NA,11-05-2012,NA,11-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
12-05-2014,NA,12-05-2013,NA,12-05-2012,NA,12-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
13-05-2014,NA,13-05-2013,NA,13-05-2012,NA,13-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
14-05-2014,NA,14-05-2013,NA,14-05-2012,NA,14-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-05-2014,NA,15-05-2013,NA,15-05-2012,NA,15-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
16-05-2014,NA,16-05-2013,NA,16-05-2012,NA,16-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
17-05-2014,NA,17-05-2013,NA,17-05-2012,NA,17-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
18-05-2014,NA,18-05-2013,NA,18-05-2012,NA,18-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
19-05-2014,NA,19-05-2013,NA,19-05-2012,NA,19-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
20-05-2014,NA,20-05-2013,NA,20-05-2012,NA,20-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
21-05-2014,NA,21-05-2013,NA,21-05-2012,NA,21-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
22-05-2014,NA,22-05-2013,NA,22-05-2012,NA,22-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
23-05-2014,NA,23-05-2013,NA,23-05-2012,NA,23-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
24-05-2014,NA,24-05-2013,NA,24-05-2012,NA,24-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
25-05-2014,NA,25-05-2013,NA,25-05-2012,NA,25-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
26-05-2014,NA,26-05-2013,NA,26-05-2012,NA,26-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
27-05-2014,NA,27-05-2013,NA,27-05-2012,NA,27-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
28-05-2014,NA,28-05-2013,NA,28-05-2012,NA,28-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
29-05-2014,NA,29-05-2013,NA,29-05-2012,NA,29-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
30-05-2014,NA,30-05-2013,NA,30-05-2012,NA,30-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
31-05-2014,NA,31-05-2013,NA,31-05-2012,NA,31-05-2011,NA,,,,,,,,,,,,,,,,,,,,,
01-06-2014,NA,01-06-2013,NA,01-06-2012,NA,01-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
02-06-2014,NA,02-06-2013,NA,02-06-2012,NA,02-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
03-06-2014,NA,03-06-2013,NA,03-06-2012,NA,03-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
04-06-2014,NA,04-06-2013,NA,04-06-2012,NA,04-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
05-06-2014,NA,05-06-2013,NA,05-06-2012,NA,05-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
06-06-2014,NA,06-06-2013,NA,06-06-2012,NA,06-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
07-06-2014,NA,07-06-2013,NA,07-06-2012,NA,07-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-06-2014,NA,08-06-2013,NA,08-06-2012,NA,08-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
09-06-2014,NA,09-06-2013,NA,09-06-2012,NA,09-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
10-06-2014,NA,10-06-2013,NA,10-06-2012,NA,10-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-06-2014,NA,11-06-2013,NA,11-06-2012,NA,11-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
12-06-2014,NA,12-06-2013,NA,12-06-2012,NA,12-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
13-06-2014,NA,13-06-2013,NA,13-06-2012,NA,13-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
14-06-2014,NA,14-06-2013,NA,14-06-2012,NA,14-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-06-2014,NA,15-06-2013,NA,15-06-2012,NA,15-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
16-06-2014,NA,16-06-2013,NA,16-06-2012,-4,16-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
17-06-2014,-7,17-06-2013,NA,17-06-2012,NA,17-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
18-06-2014,-6,18-06-2013,-11,18-06-2012,NA,18-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
19-06-2014,-11,19-06-2013,-22,19-06-2012,NA,19-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
20-06-2014,-10,20-06-2013,-6,20-06-2012,-1,20-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
21-06-2014,-4,21-06-2013,5,21-06-2012,0,21-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
22-06-2014,NA,22-06-2013,1,22-06-2012,-9,22-06-2011,0,,,,,,,,,,,,,,,,,,,,,
23-06-2014,NA,23-06-2013,NA,23-06-2012,-6,23-06-2011,1,,,,,,,,,,,,,,,,,,,,,
24-06-2014,-14,24-06-2013,NA,24-06-2012,4,24-06-2011,7,,,,,,,,,,,,,,,,,,,,,
25-06-2014,-15,25-06-2013,-11,25-06-2012,NA,25-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
26-06-2014,-11,26-06-2013,-3,26-06-2012,NA,26-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
27-06-2014,-15,27-06-2013,5,27-06-2012,-10,27-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
28-06-2014,-13,28-06-2013,1,28-06-2012,8,28-06-2011,NA,,,,,,,,,,,,,,,,,,,,,
29-06-2014,NA,29-06-2013,-4,29-06-2012,-12,29-06-2011,-3,,,,,,,,,,,,,,,,,,,,,
30-06-2014,NA,30-06-2013,NA,30-06-2012,19,30-06-2011,8,,,,,,,,,,,,,,,,,,,,,
01-07-2014,-13,01-07-2013,NA,01-07-2012,-8,01-07-2011,-4,,,,,,,,,,,,,,,,,,,,,
02-07-2014,-15,02-07-2013,-9,02-07-2012,NA,02-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
03-07-2014,-15,03-07-2013,-1,03-07-2012,NA,03-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
04-07-2014,-12,04-07-2013,4,04-07-2012,-4,04-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
05-07-2014,-10,05-07-2013,-2,05-07-2012,-2,05-07-2011,-32,,,,,,,,,,,,,,,,,,,,,
06-07-2014,NA,06-07-2013,-7,06-07-2012,2,06-07-2011,-6,,,,,,,,,,,,,,,,,,,,,
07-07-2014,NA,07-07-2013,NA,07-07-2012,10,07-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-07-2014,-10,08-07-2013,NA,08-07-2012,-17,08-07-2011,-5,,,,,,,,,,,,,,,,,,,,,
09-07-2014,-12,09-07-2013,-5,09-07-2012,NA,09-07-2011,0,,,,,,,,,,,,,,,,,,,,,
10-07-2014,-4,10-07-2013,-5,10-07-2012,NA,10-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-07-2014,-17,11-07-2013,3,11-07-2012,-2,11-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
12-07-2014,-28,12-07-2013,-7,12-07-2012,-8,12-07-2011,6,,,,,,,,,,,,,,,,,,,,,
13-07-2014,NA,13-07-2013,12,13-07-2012,-6,13-07-2011,15,,,,,,,,,,,,,,,,,,,,,
14-07-2014,NA,14-07-2013,NA,14-07-2012,-4,14-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-07-2014,-17,15-07-2013,NA,15-07-2012,-10,15-07-2011,28,,,,,,,,,,,,,,,,,,,,,
16-07-2014,-15,16-07-2013,-3,16-07-2012,NA,16-07-2011,-5,,,,,,,,,,,,,,,,,,,,,
17-07-2014,-14,17-07-2013,-5,17-07-2012,NA,17-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
18-07-2014,-17,18-07-2013,-14,18-07-2012,-3,18-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
19-07-2014,-21,19-07-2013,-4,19-07-2012,0,19-07-2011,-2,,,,,,,,,,,,,,,,,,,,,
20-07-2014,NA,20-07-2013,-8,20-07-2012,0,20-07-2011,3,,,,,,,,,,,,,,,,,,,,,
21-07-2014,NA,21-07-2013,NA,21-07-2012,-2,21-07-2011,-5,,,,,,,,,,,,,,,,,,,,,
22-07-2014,-14,22-07-2013,NA,22-07-2012,2,22-07-2011,-11,,,,,,,,,,,,,,,,,,,,,
23-07-2014,-16,23-07-2013,-6,23-07-2012,NA,23-07-2011,-5,,,,,,,,,,,,,,,,,,,,,
24-07-2014,-15,24-07-2013,-9,24-07-2012,NA,24-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
25-07-2014,-9,25-07-2013,-9,25-07-2012,1,25-07-2011,NA,,,,,,,,,,,,,,,,,,,,,
26-07-2014,-24,26-07-2013,2,26-07-2012,-1,26-07-2011,-17,,,,,,,,,,,,,,,,,,,,,
27-07-2014,NA,27-07-2013,-8,27-07-2012,-3,27-07-2011,7,,,,,,,,,,,,,,,,,,,,,
28-07-2014,NA,28-07-2013,NA,28-07-2012,0,28-07-2011,-4,,,,,,,,,,,,,,,,,,,,,
29-07-2014,-14,29-07-2013,NA,29-07-2012,-5,29-07-2011,-3,,,,,,,,,,,,,,,,,,,,,
30-07-2014,-15,30-07-2013,-6,30-07-2012,NA,30-07-2011,3,,,,,,,,,,,,,,,,,,,,,
